_id,user_id,comment_on,object_id,content,device,timestamp,sentiment
{'$oid': '55ce2af91a77ce780af7b443'},667264,event,55c8133f17dc1344d20133a1,"""ai se la nguoi chien thang""",ios,2015-08-14 18:15:00,Trung tính
{'$oid': '55ce2cd51a77ce780af7b444'},667264,event,55c81da717dc1344d40130ea,"""sao hk co tieng z""",ios,2015-08-14 18:23:00,Trung tính
{'$oid': '55ce2dcb1a77ce780af7b445'},667299,event,55c8133f17dc1344d20133a1,"""ko dc coi ak""",ios,2015-08-14 18:27:00,Tiêu cực
{'$oid': '55ce2e3b1a77ce780af7b446'},656675,event,55c8133f17dc1344d20133a1,"""👍🏿 hhhhhhhhhhh""",ios,2015-08-14 18:29:00,Tích cực
{'$oid': '55ce30861a77ce780af7b447'},204878,event,55c8133f17dc1344d20133a1,"""Deo duoc xem ha""",ios,2015-08-14 18:39:00,Trung tính
{'$oid': '55ce31631a77ce780af7b448'},667570,event,55c8133f17dc1344d20133a1,"""mất tiền ae ạ""",winphone,2015-08-14 18:43:00,Tiêu cực
{'$oid': '55ce32581a77ce780af7b449'},260737,event,55c8133f17dc1344d20133a1,"""Fuck k xem đc là sao""",ios,2015-08-14 18:47:00,Trung tính
{'$oid': '55ce32961a77ce780af7b44a'},108453,event,55c8133f17dc1344d20133a1,"""sang hà nội 1 mà xem Mu ae ạ""",winphone,2015-08-14 18:48:00,Tích cực
{'$oid': '55ce33331a77ce780af7b44b'},462293,event,55c8133f17dc1344d20133a1,"""sao cứ load ko vại :(""",ios,2015-08-14 18:50:00,Tiêu cực
{'$oid': '55ce33351a77ce780af7b44c'},42576,vod,55c6cac817dc1344d5012ff3,"""sao ko coi dc ?""",web-playfpt,2015-08-14 18:50:00,Tiêu cực
{'$oid': '55ce33e01a77ce780af7b44d'},613588,event,55c81da717dc1344d40130ea,"""Ko xem đc đcm bọn lừa đảo""",ios,2015-08-14 18:53:00,Tiêu cực
{'$oid': '55ce34c91a77ce780af7b44e'},144253,vod,55a4908a17dc1333bfa074a0,"""Có ai thấy cái vòng tròn xoay xoay trong đoạn đầu opening giống với vòng tròn trong anime Haruhi Suzumiya ko?""",winphone,2015-08-14 18:57:00,Trung tính
{'$oid': '55ce3ee51a77ce780af7b44f'},3602,event,55c81da717dc1344d40130ea,"""cho xin ít xu :P""",winphone,2015-08-14 19:40:00,Trung tính
{'$oid': '55ce3f1e1a77ce780af7b450'},660104,event,55c8133f17dc1344d20133a1,"""Hn 1 có đâu""",ios,2015-08-14 19:41:00,Trung tính
{'$oid': '55ce45de1a77ce780af7b451'},621292,event,55c81da717dc1344d40130ea,"""lolvkvkg""",android,2015-08-14 20:10:00,Tiêu cực
{'$oid': '55ce46791a77ce780af7b452'},656486,vod,55cc70d917dc1344d50132ae,"""chất lượng cao""",ios,2015-08-14 20:13:00,Tiêu cực
{'$oid': '55ce476f1a77ce780af7b453'},656486,vod,55cd6ea417dc1344d201382a,"""nghiền xem những thể loại thiên tai ntn...hóng""",ios,2015-08-14 20:17:00,Tích cực
{'$oid': '55ce47891a77ce780af7b454'},644750,vod,55cc015c17dc1344d30132d4,"""bao h mới ra tập mới đó ad""",web-playfpt,2015-08-14 20:17:00,Trung tính
{'$oid': '55ce478a1a77ce780af7b455'},557939,vod,5264fce7c9692861c98ad0a5,"""ko phụ đề à ad jQuery111107912999861873686_1439581470974?""",web-playfpt,2015-08-14 20:17:00,Tiêu cực
{'$oid': '55ce47ae1a77ce780af7b456'},670411,event,55c8133f17dc1344d20133a1,"""O nước ngoại thu phi lam sao dc""",ios,2015-08-14 20:18:00,Tích cực
{'$oid': '55ce4e2d1a77ce780af7b457'},557939,vod,5264fce7c9692861c98ad0a5,"""ko phụ đề à ad jQuery111107912999861873686_1439581470974?""",web-playfpt,2015-08-14 20:45:00,Tiêu cực
{'$oid': '55ce5ba71a77ce780af7b458'},653108,event,55c81da717dc1344d40130ea,"""toan la thong bao lua dao""",winphone,2015-08-14 21:43:00,Tiêu cực
{'$oid': '55ce76771a77ce780af7b459'},663384,vod,54ee9dba17dc13295b9b9370,"""cho người Việt xem mà không có vietsub... FPT như ..""",android,2015-08-14 23:37:00,Tiêu cực
{'$oid': '55ce82031a77ce780af7b45a'},133513,vod,53be6850c969283e56aba004,"""phim hien tai co tap 12 ui nge ban xem tai  hayhaytv.vn fpt thi lai deo up vãi""",web-playfpt,2015-08-15 00:27:00,Tích cực
{'$oid': '55ce829a1a77ce780af7b45b'},666645,vod,545987a317dc1339949ecc91,"""đcghukllnb""",winphone,2015-08-15 00:29:00,Tích cực
{'$oid': '55ce84ac1a77ce780af7b45c'},623315,vod,55a8732217dc136d91bd39c6,"""có tập 13 rồi""",ios,2015-08-15 00:38:00,Trung tính
{'$oid': '55ce92f31a77ce780af7b45d'},670765,vod,55c471c017dc1344d4012fee,"""that la tuyet voi""",web-playfpt,2015-08-15 01:39:00,Tích cực
{'$oid': '55ce95011a77ce780af7b45e'},558522,vod,5215971ec969287094465754,"""running man đã trở lại cứ tưởng sẽ khôq xem được nữa chứ""",android,2015-08-15 01:48:00,Trung tính
{'$oid': '55ce9ab21a77ce780af7b45f'},570586,vod,55cbffcd17dc1344d40132ac,"""lau roi moi co phim kieu nay""",web-playfpt,2015-08-15 02:12:00,Trung tính
{'$oid': '55ce9c5a1a77ce780af7b460'},21725,vod,55c30b7817dc1344d2013166,"""tap 5 phim thuyen""",ios,2015-08-15 02:19:00,Tích cực
{'$oid': '55ce9c6a1a77ce780af7b461'},641348,vod,559b8be017dc136325e6a6e5,"""mỗi thứ hai thì có""",ios,2015-08-15 02:19:00,Trung tính
{'$oid': '55ce9d491a77ce780af7b462'},261130,vod,548ebf3a17dc13572811a90a,"""phim hay..""",winphone,2015-08-15 02:23:00,Tích cực
{'$oid': '55ce9ff81a77ce780af7b463'},481712,vod,55c471c017dc1344d4012fee,"""sao khong thay tuyet chieu cua doraemon vay ???""",ios,2015-08-15 02:34:00,Trung tính
{'$oid': '55cea33c1a77ce780af7b464'},578993,vod,55c2da9e17dc1344d4012f21,"""phí 100p cuộc đời haiz""",web-playfpt,2015-08-15 02:48:00,Tiêu cực
{'$oid': '55cea3aa1a77ce780af7b465'},284507,vod,55cda2eb17dc1344d2013880,"""cũng dc đó chớ!""",ios,2015-08-15 02:50:00,Tích cực
{'$oid': '55cea4e91a77ce780af7b466'},670854,vod,5577b8d717dc1328659cf1fe,"""Sao lâu oy hok co tập mới vậy ad?""",web-playfpt,2015-08-15 02:56:00,Trung tính
{'$oid': '55cea7301a77ce780af7b467'},181036,event,559634de17dc130d51749e5d,"""phim buuoi nhay hoan vu""",winphone,2015-08-15 03:05:00,Tích cực
{'$oid': '55ceab971a77ce780af7b468'},665544,vod,55c9a42e17dc1344d201354b,"""tập mới đâu rồi ạ đang xem mà đứt quãng chán thế ///""",web-playfpt,2015-08-15 03:24:00,Tiêu cực
{'$oid': '55ceade11a77ce780af7b469'},647831,vod,55a46f1817dc1333bfa0745e,"""sao lâu có tập 21 vậy ad""",ios,2015-08-15 03:34:00,Trung tính
{'$oid': '55ceb48d1a77ce780af7b46a'},670948,event,55ceac6417dc1359914d0523,"""Sao không cực dc nhỉ""",ios,2015-08-15 04:02:00,Tích cực
{'$oid': '55ceb6431a77ce780af7b46b'},670954,event,55ceac6417dc1359914d0523,"""nenenenenenenenenenenene""",android,2015-08-15 04:10:00,Tích cực
{'$oid': '55ceb6cb1a77ce780af7b46c'},670956,event,55ceac6417dc1359914d0523,"""Ekko support""",ios,2015-08-15 04:12:00,Tiêu cực
{'$oid': '55ceb6d71a77ce780af7b46d'},648701,event,55ceac6417dc1359914d0523,"""Xem ngon mà""",ios,2015-08-15 04:12:00,Tích cực
{'$oid': '55ceb7291a77ce780af7b46e'},45463,event,55ceac6417dc1359914d0523,"""Fan BM cổ vũ SAJ""",android,2015-08-15 04:13:00,Tích cực
{'$oid': '55ceb7841a77ce780af7b46f'},670961,event,55ceac6417dc1359914d0523,"""khi nào có mặt blitz support vậy""",winphone,2015-08-15 04:15:00,Tích cực
{'$oid': '55ceb7f81a77ce780af7b470'},578993,vod,55b87ba117dc131ef29230ad,"""dm phim kiểu éo gì hok pít nữa""",web-playfpt,2015-08-15 04:17:00,Tiêu cực
{'$oid': '55ceb8a21a77ce780af7b471'},501475,vod,53bfd427c969283e57aba039,"""phim hay""",ios,2015-08-15 04:20:00,Tích cực
{'$oid': '55ceb9171a77ce780af7b472'},45463,event,55ceac6417dc1359914d0523,"""Curot Của SAJ chuyển sag SF5 hả m.n""",android,2015-08-15 04:22:00,Tiêu cực
{'$oid': '55ceb9cc1a77ce780af7b473'},308100,vod,559e417917dc13244e2df025,"""hom nay co ben nhat""",web-playfpt,2015-08-15 04:25:00,Trung tính
{'$oid': '55cebabc1a77ce780af7b474'},99965,event,55ceac6417dc1359914d0523,"""lovida qua saj""",android,2015-08-15 04:29:00,Trung tính
{'$oid': '55cebb751a77ce780af7b475'},670974,event,557e482b17dc1323aefd4399,"""hay mà hihe mà xem cả bản hàn quốc nữa mấy ông bố vs mấy nhóc hài thật hiha""",android,2015-08-15 04:32:00,Tích cực
{'$oid': '55cebc7d1a77ce780af7b476'},660223,event,55ceac6417dc1359914d0523,"""sf5 năm nay mất hết trụ cột""",android,2015-08-15 04:36:00,Tích cực
{'$oid': '55cebcb61a77ce780af7b477'},660223,event,55ceac6417dc1359914d0523,"""sf5 win rui""",android,2015-08-15 04:37:00,Tích cực
{'$oid': '55cebeda1a77ce780af7b478'},670997,event,55ceac6417dc1359914d0523,"""sf5 đánh như thánh ấy""",android,2015-08-15 04:46:00,Tích cực
{'$oid': '55cec0201a77ce780af7b479'},670961,event,55ceac6417dc1359914d0523,"""vãi cả auzeze thua currot""",winphone,2015-08-15 04:52:00,Tiêu cực
{'$oid': '55cec1db1a77ce780af7b47a'},519628,event,55ceac6417dc1359914d0523,"""sf5 đánh max có hay rồi""",android,2015-08-15 04:59:00,Tích cực
{'$oid': '55cec27a1a77ce780af7b47b'},647861,event,557e482b17dc1323aefd4399,"""Mình thích suti với bi hơn chíp và tốt ti""",ios,2015-08-15 05:02:00,Tích cực
{'$oid': '55cec2cc1a77ce780af7b47c'},671001,vod,53d1db2bc9692807111ef6c2,"""phim như cái cc v""",android,2015-08-15 05:03:00,Trung tính
{'$oid': '55cec3c61a77ce780af7b47d'},621304,vod,53b21c77c9692847dc80d584,"""pim hay qua""",winphone,2015-08-15 05:07:00,Trung tính
{'$oid': '55cec4d11a77ce780af7b47e'},414933,event,55ceac6417dc1359914d0523,"""Căng đây :))""",ios,2015-08-15 05:12:00,Tích cực
{'$oid': '55cec5ae1a77ce780af7b47f'},25573,event,55ceac6417dc1359914d0523,"""fan dota2 và éo bik gì về lmht nhưng rãnh lên xem giải trí 😁😁""",ios,2015-08-15 05:15:00,Tích cực
{'$oid': '55cec9321a77ce780af7b480'},647861,event,55ceac6417dc1359914d0523,"""Fan của bom nhưng cũng là fan ruột của saj nên cũng xem thui""",ios,2015-08-15 05:30:00,Tích cực
{'$oid': '55ceca681a77ce780af7b481'},396881,event,557e482b17dc1323aefd4399,"""ko xem đc :(""",ios,2015-08-15 05:36:00,Trung tính
{'$oid': '55ceca9e1a77ce780af7b482'},671050,event,55ceac6417dc1359914d0523,"""Fuk dù đánh chưa xong nhưng biết đi cmn 1000k mới ăn =.=""",web-playfpt,2015-08-15 05:36:00,Trung tính
{'$oid': '55cecaa11a77ce780af7b483'},457879,event,557e482b17dc1323aefd4399,"""Cảm thấy yêu Bi nhiều hơn!""",android,2015-08-15 05:36:00,Tích cực
{'$oid': '55cecac31a77ce780af7b484'},22842,event,55ceac6417dc1359914d0523,"""J4 ngu vc""",ios,2015-08-15 05:37:00,Tiêu cực
{'$oid': '55cecb801a77ce780af7b485'},647861,event,55ceac6417dc1359914d0523,"""Bkt va saj đi rồi""",ios,2015-08-15 05:40:00,Tiêu cực
{'$oid': '55cecbac1a77ce780af7b486'},647946,vod,559e30f917dc131dfa6ff7e1,"""cứ từ từ xem thế này mới ngấm :3""",web-playfpt,2015-08-15 05:41:00,Trung tính
{'$oid': '55cecd151a77ce780af7b487'},645606,event,55ceac6417dc1359914d0523,"""GFL cơ mà""",ios,2015-08-15 05:47:00,Trung tính
{'$oid': '55cecde51a77ce780af7b488'},670961,event,55ceac6417dc1359914d0523,"""h mới nhận thấy rằng phantom lancer trông giống corki vãi""",winphone,2015-08-15 05:50:00,Tiêu cực
{'$oid': '55ceceb61a77ce780af7b489'},663463,event,55ceac6417dc1359914d0523,"""đi ăn cứt""",android,2015-08-15 05:54:00,Tiêu cực
{'$oid': '55cecf981a77ce780af7b48a'},671069,vod,558284cf17dc135e07c86dc5,"""Khi nào mới có tập 52 vậy ta""",web-playfpt,2015-08-15 05:58:00,Tích cực
{'$oid': '55ced0671a77ce780af7b48b'},403535,vod,52d8e002c9692825146ed0cf,"""my little pony equestria girls thật là hay""",ios,2015-08-15 06:01:00,Tích cực
{'$oid': '55ced09b1a77ce780af7b48c'},576913,event,55ceac6417dc1359914d0523,"""Đổ tiền cho sf5""",ios,2015-08-15 06:02:00,Tích cực
{'$oid': '55ced0b91a77ce780af7b48d'},671073,event,557e482b17dc1323aefd4399,"""suti So cute""",ios,2015-08-15 06:02:00,Tích cực
{'$oid': '55ced18a1a77ce780af7b48e'},45463,event,55ceac6417dc1359914d0523,"""Fan SAJ điểm danh = like :))""",android,2015-08-15 06:06:00,Tích cực
{'$oid': '55ced1d51a77ce780af7b48f'},248641,vod,5215971ec969287094465754,"""kevin vo 93 nè""",android,2015-08-15 06:07:00,Trung tính
{'$oid': '55ced2f21a77ce780af7b490'},671087,vod,52ddf2d6c9692825176ed225,"""Phim cảm động quáT.T""",ios,2015-08-15 06:12:00,Trung tính
{'$oid': '55ced3d61a77ce780af7b491'},671091,vod,55a31d1917dc1333bea072ec,"""L đẹp zai thế:3""",ios,2015-08-15 06:16:00,Tích cực
{'$oid': '55ced59a1a77ce780af7b492'},236528,vod,55cbf3f917dc1344d201369f,"""phong phong của tui.....""",ios,2015-08-15 06:23:00,Trung tính
{'$oid': '55ced5f11a77ce780af7b493'},649421,event,55ceac6417dc1359914d0523,"""vc cai nay""",android,2015-08-15 06:25:00,Tích cực
{'$oid': '55ced6d61a77ce780af7b494'},236528,vod,55893b5b17dc13675e260a19,"""BoA ❤️❤️❤️❤️❤️❤️❤️❤️""",ios,2015-08-15 06:29:00,Tích cực
{'$oid': '55ced75a1a77ce780af7b495'},569169,vod,559e30f917dc131dfa6ff7e1,"""Có Thánh nào biết phim bao nhiêu tập k jQuery11110604035432683304_1439619974428 Sở trường thích xem phim Đạo Sĩ Diệt Ma kiểu như này =P~""",web-playfpt,2015-08-15 06:31:00,Tiêu cực
{'$oid': '55ced8201a77ce780af7b496'},660001,vod,5549d95017dc132a0cee1810,"""sao không cập nhập các tập mới vậy làm ăn thé này đây""",android,2015-08-15 06:34:00,Tiêu cực
{'$oid': '55ced8831a77ce780af7b497'},460120,event,55ceac6417dc1359914d0523,"""quang tien vao saj""",android,2015-08-15 06:36:00,Trung tính
{'$oid': '55ced8a71a77ce780af7b498'},374000,vod,55912b4917dc130d4f749c7e,"""phim nhẹ nhàng , dễ thương thật :)""",ios,2015-08-15 06:36:00,Tích cực
{'$oid': '55cedae71a77ce780af7b499'},130335,event,55ceac6417dc1359914d0523,"""Ola sa la la""",ios,2015-08-15 06:46:00,Tích cực
{'$oid': '55cedcf61a77ce780af7b49a'},569169,vod,559e30f917dc131dfa6ff7e1,"""Có Thánh nào biết phim bao nhiêu tập k jQuery11110604035432683304_1439619974428 Sở trường thích xem phim Đạo Sĩ Diệt Ma kiểu như này =P~""",web-playfpt,2015-08-15 06:55:00,Tiêu cực
{'$oid': '55cedd9f1a77ce780af7b49b'},497630,vod,55cc015c17dc1344d30132d4,"""phim hay nhưng mà chờ tập 2 chắc dài cổ""",web-playfpt,2015-08-15 06:58:00,Tích cực
{'$oid': '55cedeb81a77ce780af7b49c'},671140,vod,534b4d20c96928320617f938,"""ad cập nhật phụ đề đi""",ios,2015-08-15 07:02:00,Trung tính
{'$oid': '55cee06c1a77ce780af7b49d'},427527,event,55ceac6417dc1359914d0523,"""Ai fan sgj điểm danh""",ios,2015-08-15 07:09:00,Tích cực
{'$oid': '55cee5f31a77ce780af7b49e'},72504,event,55ceac6417dc1359914d0523,"""trẻ trâu ra chỗ khác chơi""",android,2015-08-15 07:33:00,Trung tính
{'$oid': '55cee62b1a77ce780af7b49f'},657259,event,55ceac6417dc1359914d0523,"""hjhgvhvv""",android,2015-08-15 07:34:00,Tích cực
{'$oid': '55cee6371a77ce780af7b4a0'},657259,event,55ceac6417dc1359914d0523,"""ádffgghhjjkkkkk""",android,2015-08-15 07:34:00,Tiêu cực
{'$oid': '55cee6741a77ce780af7b4a1'},31947,vod,55cdc25f17dc1359934d04ef,"""phim hay quá!!!!!""",web-playfpt,2015-08-15 07:35:00,Tích cực
{'$oid': '55cee8a51a77ce780af7b4a2'},557443,vod,55a31d1917dc1333bea072ec,"""tập 6 đi du lịch hay sao mà sao k thấy nhỉ""",android,2015-08-15 07:45:00,Trung tính
{'$oid': '55cee8f51a77ce780af7b4a3'},552952,event,55ceac6417dc1359914d0523,"""còn trận nào ko vậy""",android,2015-08-15 07:46:00,Tích cực
{'$oid': '55cee9601a77ce780af7b4a4'},671182,vod,559e30f917dc131dfa6ff7e1,"""cố đại nhân dễ thương wá""",web-playfpt,2015-08-15 07:48:00,Tích cực
{'$oid': '55cee97c1a77ce780af7b4a5'},618395,vod,55b8350d17dc131ef2923075,"""thank rất nhiều tìm mãi mới có trang làm bộ này""",web-playfpt,2015-08-15 07:48:00,Tích cực
{'$oid': '55ceea3b1a77ce780af7b4a6'},666645,vod,55a4d2fd17dc1333bfa074f9,"""phê mà hi""",winphone,2015-08-15 07:51:00,Tích cực
{'$oid': '55ceec561a77ce780af7b4a7'},101129,vod,559657b017dc136325e6a508,"""ko phải con cs trưởng.Phim cố tình tạo tình tiết để ta nghĩ là anh chàng đó""",ios,2015-08-15 08:00:00,Tiêu cực
{'$oid': '55ceef131a77ce780af7b4a8'},666782,vod,55263f7717dc134dcc6e286f,"""hay qua nv cung chinh ngo vai""",ios,2015-08-15 08:12:00,Trung tính
{'$oid': '55cef46b1a77ce780af7b4a9'},315463,vod,55cd6d0c17dc1344d5013315,"""do waaaaaaaaaaaa""",web-playfpt,2015-08-15 08:35:00,Tiêu cực
{'$oid': '55cef8c51a77ce780af7b4aa'},101129,vod,55c99db517dc1344d2013534,"""phim hay""",ios,2015-08-15 08:53:00,Tích cực
{'$oid': '55cef9571a77ce780af7b4ab'},230717,vod,5408340ac9692844093f4c0f,"""có mỗi trailer thế này :(""",ios,2015-08-15 08:56:00,Trung tính
{'$oid': '55cefbc61a77ce780af7b4ac'},114353,event,55c7f84b17dc1344d4013099,"""Hay day hagl""",ios,2015-08-15 09:06:00,Tích cực
{'$oid': '55ceff6a1a77ce780af7b4ad'},664745,vod,53be6859c969283e59aba06c,"""tập 25 có vẻ hay đấy""",web-playfpt,2015-08-15 09:22:00,Tích cực
{'$oid': '55cf005b1a77ce780af7b4ae'},671268,event,55c7f84b17dc1344d4013099,"""chiến thôi""",winphone,2015-08-15 09:26:00,Trung tính
{'$oid': '55cf00831a77ce780af7b4af'},49448,event,55c7f84b17dc1344d4013099,"""Vtv 6 chán hagl rồi hay sao mà để vtc trực tiếp""",ios,2015-08-15 09:26:00,Tiêu cực
{'$oid': '55cf00be1a77ce780af7b4b0'},596192,event,55c7f84b17dc1344d4013099,"""hagl thag 2-1 na""",ios,2015-08-15 09:27:00,Trung tính
{'$oid': '55cf00d11a77ce780af7b4b1'},624622,event,55c7f84b17dc1344d4013099,"""Hagl cố lên 👍""",ios,2015-08-15 09:28:00,Trung tính
{'$oid': '55cf01011a77ce780af7b4b2'},621129,event,55c7f84b17dc1344d4013099,"""DT 5-0 HAGL""",winphone,2015-08-15 09:28:00,Tích cực
{'$oid': '55cf018f1a77ce780af7b4b3'},661168,event,55c7f84b17dc1344d4013099,"""co len hagl ...zan ug ho hagl ....""",winphone,2015-08-15 09:31:00,Tích cực
{'$oid': '55cf02441a77ce780af7b4b4'},230279,event,55c7f84b17dc1344d4013099,"""Hagl co len""",ios,2015-08-15 09:34:00,Tiêu cực
{'$oid': '55cf02be1a77ce780af7b4b5'},90983,event,55c7f84b17dc1344d4013099,"""Nhà k có đài vtc3 :3""",ios,2015-08-15 09:36:00,Tích cực
{'$oid': '55cf03981a77ce780af7b4b6'},671299,vod,5562a14517dc13369316068e,"""mấy tập vậy mấy bạn""",android,2015-08-15 09:40:00,Tích cực
{'$oid': '55cf03bc1a77ce780af7b4b7'},671299,vod,5562a14517dc13369316068e,"""có mấy tập hết thêa""",android,2015-08-15 09:40:00,Tích cực
{'$oid': '55cf03f21a77ce780af7b4b8'},335233,event,55c7f84b17dc1344d4013099,"""Cố lên hagl""",ios,2015-08-15 09:41:00,Trung tính
{'$oid': '55cf046e1a77ce780af7b4b9'},647736,vod,5459c50117dc1339969ecc9c,"""phim rất hay thanks ad""",android,2015-08-15 09:43:00,Tích cực
{'$oid': '55cf04791a77ce780af7b4ba'},638648,event,55c7f84b17dc1344d4013099,"""HAGL 9 0 DT""",web-playfpt,2015-08-15 09:43:00,Tiêu cực
{'$oid': '55cf04b31a77ce780af7b4bb'},460672,event,55c7f84b17dc1344d4013099,"""Cong phuong ma anh tai j blv bi j v""",ios,2015-08-15 09:44:00,Tiêu cực
{'$oid': '55cf04e31a77ce780af7b4bc'},369500,event,55c7f84b17dc1344d4013099,"""Đưa bóng khi còn trống trải đi Hagl""",ios,2015-08-15 09:45:00,Trung tính
{'$oid': '55cf054d1a77ce780af7b4bd'},659931,vod,5522495717dc1367d1b6bfd8,"""khi nao co tap 19 vay cac ban""",web-playfpt,2015-08-15 09:47:00,Tiêu cực
{'$oid': '55cf06841a77ce780af7b4be'},496581,event,55c7f84b17dc1344d4013099,"""HAGL 1-0 ĐT""",ios,2015-08-15 09:52:00,Trung tính
{'$oid': '55cf06981a77ce780af7b4bf'},664902,event,55c7f84b17dc1344d4013099,"""Công Phượng nhạt quá :(((""",ios,2015-08-15 09:52:00,Tiêu cực
{'$oid': '55cf06cc1a77ce780af7b4c0'},114353,event,55c7f84b17dc1344d4013099,"""Hagl cần mỗi vị trí trung vệ, tiền đạo, tiền vệ một cầu thủ cứng đe chia sẻ gánh nặng cho các cầu thủ trẻ! :)""",ios,2015-08-15 09:53:00,Tiêu cực
{'$oid': '55cf06fa1a77ce780af7b4c1'},114353,event,55c7f84b17dc1344d4013099,"""Nhạt quá hagl""",ios,2015-08-15 09:54:00,Tiêu cực
{'$oid': '55cf07151a77ce780af7b4c2'},369500,event,55c7f84b17dc1344d4013099,"""Đá nhanh lên Hagl oi""",ios,2015-08-15 09:54:00,Tích cực
{'$oid': '55cf07cc1a77ce780af7b4c3'},510232,event,55c7f84b17dc1344d4013099,"""XTG VAN CHUYEN HAY NHAT""",ios,2015-08-15 09:57:00,Tích cực
{'$oid': '55cf07d51a77ce780af7b4c4'},663538,event,55c7f84b17dc1344d4013099,"""Sao khong chieu dai dong thap""",winphone,2015-08-15 09:58:00,Tiêu cực
{'$oid': '55cf07d91a77ce780af7b4c5'},479646,event,55c7f84b17dc1344d4013099,"""hagl 5 dong thap1""",ios,2015-08-15 09:58:00,Trung tính
{'$oid': '55cf08151a77ce780af7b4c6'},73013,vod,55cef93b17dc1359924d050a,"""k xem trên  iphone 3gs đx""",ios,2015-08-15 09:59:00,Trung tính
{'$oid': '55cf092d1a77ce780af7b4c7'},354617,event,55c7f84b17dc1344d4013099,"""tranh chấp yếu quá HAGL ơi...truyền bóng ko còn chính xác như trc nữa...""",web-playfpt,2015-08-15 10:03:00,Tiêu cực
{'$oid': '55cf09431a77ce780af7b4c8'},330392,event,55c7f84b17dc1344d4013099,"""hagl năm nay sẽ xuống hạng. với vc đôn toàn bộ đội u19 và loại toàn bộ đội 1 là sai lầm lớn. lẽ ra giữ bộ khung và đôn những cầu thủ đá hay lên đội 1.""",winphone,2015-08-15 10:04:00,Tiêu cực
{'$oid': '55cf09451a77ce780af7b4c9'},156999,event,55c7f84b17dc1344d4013099,"""blv chuoi qua""",ios,2015-08-15 10:04:00,Tích cực
{'$oid': '55cf095a1a77ce780af7b4ca'},1634,event,55c7f84b17dc1344d4013099,"""Ông BLV nói như chưa từng nói""",ios,2015-08-15 10:04:00,Tiêu cực
{'$oid': '55cf09c41a77ce780af7b4cb'},663538,event,55c7f84b17dc1344d4013099,"""Hom nay hagl se thang""",winphone,2015-08-15 10:06:00,Trung tính
{'$oid': '55cf09e11a77ce780af7b4cc'},648311,event,55c7f84b17dc1344d4013099,"""Đồng tháp thắng nhia....🌴😑💵💵""",ios,2015-08-15 10:06:00,Tích cực
{'$oid': '55cf09ea1a77ce780af7b4cd'},648311,event,55c7f84b17dc1344d4013099,"""Đồng tháp thắng nhia....🌴😑💵💵""",ios,2015-08-15 10:07:00,Tích cực
{'$oid': '55cf0a0b1a77ce780af7b4ce'},671040,event,55ceac6417dc1359914d0523,"""1-0 roi ha?""",ios,2015-08-15 10:07:00,Trung tính
{'$oid': '55cf0a0e1a77ce780af7b4cf'},479646,event,55c7f84b17dc1344d4013099,"""hagl qua dinh""",ios,2015-08-15 10:07:00,Trung tính
{'$oid': '55cf0a2b1a77ce780af7b4d0'},648311,event,55c7f84b17dc1344d4013099,"""Đồng tháp thắng nhia....🌴😑💵💵""",ios,2015-08-15 10:08:00,Tích cực
{'$oid': '55cf0a501a77ce780af7b4d1'},656054,event,55ceac6417dc1359914d0523,"""quay lại ma""",android,2015-08-15 10:08:00,Tiêu cực
{'$oid': '55cf0a521a77ce780af7b4d2'},670674,event,55c7f84b17dc1344d4013099,"""Co len HAGL""",winphone,2015-08-15 10:08:00,Trung tính
{'$oid': '55cf0a521a77ce780af7b4d3'},156999,event,55c7f84b17dc1344d4013099,"""hop le cai cc dm""",ios,2015-08-15 10:08:00,Tích cực
{'$oid': '55cf0a5b1a77ce780af7b4d4'},536073,vod,55cda2eb17dc1344d2013880,"""hay nhưng đồ hoạ chưa được đẹp lắm""",ios,2015-08-15 10:08:00,Trung tính
{'$oid': '55cf0a701a77ce780af7b4d5'},217913,event,55c7f84b17dc1344d4013099,"""HAGL sẽ thua 3-0 và Tuấn anh sẽ chấn thương nặng""",ios,2015-08-15 10:09:00,Trung tính
{'$oid': '55cf0a791a77ce780af7b4d6'},599752,event,55c7f84b17dc1344d4013099,"""Đã bắt được hung thủ vụ thảm sát ở yên bái!!!!!""",ios,2015-08-15 10:09:00,Tích cực
{'$oid': '55cf0a7b1a77ce780af7b4d7'},661145,event,55c7f84b17dc1344d4013099,"""xuân trường hay""",winphone,2015-08-15 10:09:00,Tích cực
{'$oid': '55cf0afd1a77ce780af7b4d8'},671092,vod,559501a717dc130d51749e03,"""hay phết""",winphone,2015-08-15 10:11:00,Tích cực
{'$oid': '55cf0b0c1a77ce780af7b4d9'},508455,vod,559501a717dc130d51749e03,"""làm sao để tải được phim vậy""",web-playfpt,2015-08-15 10:11:00,Trung tính
{'$oid': '55cf0b361a77ce780af7b4da'},6273,event,55c7f84b17dc1344d4013099,"""HAGL hãy còn xanh và non lắm""",ios,2015-08-15 10:12:00,Tích cực
{'$oid': '55cf0b461a77ce780af7b4db'},83790,event,55c7f84b17dc1344d4013099,"""hagl 01.01 dthap""",winphone,2015-08-15 10:12:00,Trung tính
{'$oid': '55cf0b5d1a77ce780af7b4dc'},80455,event,55c7f84b17dc1344d4013099,"""Đồng Tháp 5 - 0 HAGL""",web-playfpt,2015-08-15 10:13:00,Tiêu cực
